Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,VIP_Flag,Transaction_Velocity,Engagement,Transaction_Drift,Spend_Drift,Engagement_Drift,Behavioral_Risk_Score
Attrited Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver,35,5,1,3,10357.0,0,10357.0,0.506,911,25,0.19,0.0,0,2.0833333333333335,0.7142857142857143,1.369047619047619,49.88809523809525,1.369047619047619,-15.48904761904762
Existing Customer,33,F,2,Uneducated,Not_Disclosed,Less than $40K,Blue,21,5,1,4,1475.0,986,489.0,0.896,1896,33,0.833,0.668,0,2.75,1.5714285714285714,1.1785714285714286,67.71428571428571,1.1785714285714286,-20.760714285714286
Existing Customer,47,M,3,Not_Disclosed,Single,$40K - $60K,Blue,36,3,6,2,5154.0,1407,3747.0,0.666,1694,32,0.778,0.273,0,2.6666666666666665,0.8888888888888888,1.7777777777777777,94.1111111111111,1.7777777777777777,-28.794444444444444
Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,36,6,2,4,3586.0,1414,2172.0,0.745,2780,57,0.727,0.394,0,4.75,1.5833333333333333,3.166666666666667,154.44444444444443,3.166666666666667,-47.55
Existing Customer,38,M,3,Not_Disclosed,Married,$60K - $80K,Blue,28,3,1,2,4646.0,1680,2966.0,1.238,2234,35,0.667,0.362,0,2.9166666666666665,1.25,1.6666666666666665,106.38095238095237,1.6666666666666665,-32.55595238095238
Existing Customer,39,M,3,College,Single,$40K - $60K,Blue,28,6,2,2,1640.0,1177,463.0,0.695,3124,66,0.784,0.718,0,5.5,2.357142857142857,3.142857142857143,148.76190476190476,3.142857142857143,-45.83571428571429
Existing Customer,34,M,2,Not_Disclosed,Married,$60K - $80K,Blue,36,5,2,4,2379.0,1982,397.0,1.194,2966,50,1.381,0.833,0,4.166666666666667,1.3888888888888888,2.777777777777778,164.77777777777777,2.777777777777778,-50.49444444444445
Existing Customer,65,M,0,Graduate,Single,Less than $40K,Blue,56,3,3,2,3422.0,0,3422.0,0.929,1973,59,0.686,0.0,0,4.916666666666667,1.0535714285714286,3.863095238095238,129.1845238095238,3.863095238095238,-40.22559523809523
Existing Customer,43,M,3,Graduate,Not_Disclosed,$60K - $80K,Blue,28,3,2,3,4365.0,0,4365.0,0.32,1720,40,0.379,0.0,0,3.3333333333333335,1.4285714285714286,1.9047619047619049,81.90476190476191,1.9047619047619049,-25.283333333333335
Attrited Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,1,4,4,32938.0,2089,30849.0,0.72,1137,26,0.238,0.063,0,2.1666666666666665,0.7878787878787878,1.3787878787878787,60.29545454545455,1.3787878787878787,-18.540151515151514
Existing Customer,48,M,4,Post-Graduate,Not_Disclosed,$40K - $60K,Blue,44,6,2,4,6710.0,1942,4768.0,0.777,1727,37,0.85,0.289,0,3.0833333333333335,0.8409090909090909,2.2424242424242427,104.66666666666666,2.2424242424242427,-32.24696969696969
Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,36,6,3,4,2507.0,1544,963.0,0.906,1999,34,0.789,0.616,0,2.8333333333333335,0.9444444444444444,1.888888888888889,111.05555555555557,1.888888888888889,-33.99722222222222
Attrited Customer,65,F,0,Graduate,Divorced,Less than $40K,Blue,56,3,6,3,6184.0,0,6184.0,1.016,1712,27,0.286,0.0,0,2.25,0.48214285714285715,1.7678571428571428,112.09523809523809,1.7678571428571428,-34.18571428571428
Existing Customer,36,F,2,Not_Disclosed,Married,Less than $40K,Blue,29,6,3,4,2029.0,1190,839.0,0.628,1802,40,0.481,0.586,0,3.3333333333333335,1.3793103448275863,1.9540229885057472,88.0287356321839,1.9540229885057472,-27.11522988505747
Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Silver,17,6,3,2,16659.0,0,16659.0,1.012,2551,74,0.609,0.0,0,6.166666666666667,4.352941176470588,1.813725490196079,62.524509803921575,1.813725490196079,-19.407843137254904
Existing Customer,58,F,1,Graduate,Married,Less than $40K,Blue,46,4,2,2,2203.0,1394,809.0,0.57,1788,45,0.364,0.633,0,3.75,0.9782608695652174,2.7717391304347827,110.13043478260869,2.7717391304347827,-34.09782608695652
Existing Customer,54,F,3,High School,Married,Not_Disclosed,Blue,38,4,2,4,5122.0,1642,3480.0,0.935,1908,39,0.696,0.321,0,3.25,1.0263157894736843,2.223684210526316,108.78947368421052,2.223684210526316,-33.47631578947369
Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,48,4,1,3,3074.0,2390,684.0,0.421,1377,38,0.583,0.777,0,3.1666666666666665,0.7916666666666666,2.375,86.0625,2.375,-26.74375
Existing Customer,38,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,4,3,2,2584.0,0,2584.0,0.593,1843,28,0.647,0.0,0,2.3333333333333335,0.7777777777777778,1.5555555555555558,102.3888888888889,1.5555555555555558,-31.263888888888893
Existing Customer,31,M,1,Not_Disclosed,Single,$40K - $60K,Blue,26,4,1,2,2037.0,0,2037.0,0.88,2563,64,0.641,0.0,0,5.333333333333333,2.4615384615384617,2.8717948717948714,115.00641025641026,2.8717948717948714,-35.62564102564103
Existing Customer,34,M,1,Graduate,Married,$120K +,Blue,29,4,3,2,14938.0,1412,13526.0,0.677,1930,36,0.636,0.095,0,3.0,1.2413793103448276,1.7586206896551724,94.28160919540231,1.7586206896551724,-28.912931034482764
Existing Customer,38,M,3,Not_Disclosed,Married,$60K - $80K,Blue,31,6,1,2,2014.0,896,1118.0,1.055,2460,52,0.857,0.445,0,4.333333333333333,1.6774193548387097,2.655913978494623,125.64516129032258,2.655913978494623,-38.73091397849462
Attrited Customer,39,M,2,High School,Single,$60K - $80K,Blue,34,3,4,3,1818.0,0,1818.0,0.651,2054,55,0.774,0.0,0,4.583333333333333,1.6176470588235294,2.9656862745098036,110.75490196078431,2.9656862745098036,-34.312745098039215
Existing Customer,37,M,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,14926.0,0,14926.0,0.635,2405,55,0.667,0.0,0,4.583333333333333,1.5277777777777777,3.0555555555555554,133.6111111111111,3.0555555555555554,-41.280555555555544
Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,43,4,3,2,2827.0,1308,1519.0,0.79,3291,55,0.618,0.463,0,4.583333333333333,1.2790697674418605,3.3042635658914725,197.71511627906978,3.3042635658914725,-60.561240310077515
Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,42,3,2,4,2773.0,1507,1266.0,1.06,1197,25,1.083,0.543,0,2.0833333333333335,0.5952380952380952,1.4880952380952381,71.25,1.4880952380952381,-21.920238095238094
Existing Customer,53,M,0,Graduate,Married,$80K - $120K,Blue,41,3,3,2,16033.0,560,15473.0,0.963,1158,31,1.067,0.035,0,2.5833333333333335,0.7560975609756098,1.8272357723577237,68.2560975609756,1.8272357723577237,-21.13272357723577
Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,54,5,3,4,3213.0,2517,696.0,0.507,1855,39,0.773,0.783,0,3.25,0.7222222222222222,2.5277777777777777,120.2314814814815,2.5277777777777777,-37.00555555555556
Existing Customer,33,F,3,High School,Divorced,Less than $40K,Blue,26,5,1,3,3616.0,0,3616.0,0.912,3133,72,1.0,0.0,0,6.0,2.769230769230769,3.230769230769231,140.58333333333331,3.230769230769231,-43.442307692307686
Existing Customer,37,M,3,Doctorate,Single,$60K - $80K,Blue,30,6,1,3,5924.0,1023,4901.0,0.765,3305,80,0.778,0.173,0,6.666666666666667,2.6666666666666665,4.0,165.25,4.0,-51.15
Existing Customer,47,M,4,Graduate,Married,$40K - $60K,Blue,41,5,3,4,14535.0,0,14535.0,0.711,2970,76,0.689,0.0,0,6.333333333333333,1.853658536585366,4.479674796747967,175.0609756097561,4.479674796747967,-54.23516260162601
Existing Customer,59,F,0,High School,Married,Less than $40K,Blue,49,6,2,4,2833.0,1609,1224.0,0.78,1335,23,1.3,0.568,0,1.9166666666666667,0.46938775510204084,1.4472789115646258,84.00510204081633,1.4472789115646258,-25.73044217687075
Existing Customer,59,F,0,Post-Graduate,Married,Less than $40K,Blue,49,5,2,3,1479.0,601,878.0,0.607,1621,32,0.6,0.406,0,2.6666666666666665,0.6530612244897959,2.0136054421768708,102.00170068027211,2.0136054421768708,-31.355952380952377
Existing Customer,34,F,3,Post-Graduate,Single,Not_Disclosed,Blue,29,3,1,4,1617.0,1347,270.0,0.73,2546,55,0.719,0.833,0,4.583333333333333,1.896551724137931,2.686781609195402,124.3735632183908,2.686781609195402,-38.361781609195404
Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,13,4,4,4,2237.0,451,1786.0,0.837,2192,36,0.44,0.202,0,3.0,2.769230769230769,0.23076923076923084,14.051282051282044,0.23076923076923084,-4.207692307692305
Existing Customer,45,M,4,College,Single,$120K +,Blue,40,3,3,3,2900.0,1782,1118.0,1.351,4686,64,0.561,0.614,0,5.333333333333333,1.6,3.733333333333333,273.35,3.733333333333333,-83.42333333333335
Existing Customer,54,F,2,Graduate,Married,Not_Disclosed,Blue,45,4,3,2,13126.0,2086,11040.0,0.659,1836,37,0.762,0.159,0,3.0833333333333335,0.8222222222222222,2.261111111111111,112.2,2.261111111111111,-34.48944444444444
Existing Customer,52,M,2,Post-Graduate,Single,$80K - $120K,Blue,40,6,1,3,8695.0,1407,7288.0,0.634,2030,58,0.706,0.162,0,4.833333333333333,1.45,3.383333333333333,118.41666666666666,3.383333333333333,-36.85333333333333
Existing Customer,47,M,3,High School,Married,$40K - $60K,Blue,41,6,3,4,6692.0,1897,4795.0,1.035,3902,76,0.689,0.283,0,6.333333333333333,1.853658536585366,4.479674796747967,229.9959349593496,4.479674796747967,-70.71565040650407
Existing Customer,57,F,4,Not_Disclosed,Married,Less than $40K,Blue,36,3,1,2,2159.0,1004,1155.0,0.603,1353,30,0.111,0.465,0,2.5,0.8333333333333334,1.6666666666666665,75.16666666666666,1.6666666666666665,-23.191666666666666
Existing Customer,34,M,5,Graduate,Married,$60K - $80K,Blue,27,5,2,2,2501.0,1909,592.0,0.956,1850,34,1.125,0.763,0,2.8333333333333335,1.2592592592592593,1.5740740740740742,85.64814814814814,1.5740740740740742,-26.27407407407407
Existing Customer,36,M,0,College,Married,$80K - $120K,Blue,27,3,3,2,6338.0,2379,3959.0,0.624,1715,39,0.5,0.375,0,3.25,1.4444444444444444,1.8055555555555556,79.39814814814814,1.8055555555555556,-24.46666666666666
Attrited Customer,36,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,1,3,4,2190.0,0,2190.0,0.908,1412,38,0.583,0.0,0,3.1666666666666665,1.2666666666666666,1.9,70.6,1.9,-21.865
Existing Customer,57,F,3,Uneducated,Married,$40K - $60K,Blue,49,4,2,3,7578.0,1628,5950.0,0.721,1325,29,1.231,0.215,0,2.4166666666666665,0.5918367346938775,1.824829931972789,83.37585034013605,1.824829931972789,-25.69268707482993
Existing Customer,29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,4,3,2,2963.0,1466,1497.0,1.378,2523,48,0.846,0.495,0,4.0,2.6666666666666665,1.3333333333333335,70.08333333333334,1.3333333333333335,-21.483333333333338
Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,20,3,3,3,8260.0,2077,6183.0,1.167,2323,47,0.621,0.251,0,3.9166666666666665,2.35,1.5666666666666664,77.43333333333334,1.5666666666666664,-23.781666666666666
Attrited Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,3,4,3,8309.0,858,7451.0,0.888,1165,35,0.4,0.103,0,2.9166666666666665,0.9722222222222222,1.9444444444444442,64.72222222222221,1.9444444444444442,-20.09444444444444
Existing Customer,55,M,0,High School,Married,$80K - $120K,Blue,35,5,1,4,3864.0,1901,1963.0,0.289,1018,32,0.391,0.492,0,2.6666666666666665,0.9142857142857143,1.7523809523809524,55.74761904761904,1.7523809523809524,-17.40023809523809
Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,47,6,3,3,10230.0,1082,9148.0,0.658,1484,34,0.545,0.106,0,2.8333333333333335,0.723404255319149,2.1099290780141846,92.0921985815603,2.1099290780141846,-28.39663120567376
Attrited Customer,32,M,0,High School,Married,$120K +,Blue,27,3,3,4,22382.0,0,22382.0,0.418,695,10,0.25,0.0,0,0.8333333333333334,0.37037037037037035,0.462962962962963,32.175925925925924,0.462962962962963,-9.762962962962963
Existing Customer,39,M,4,Uneducated,Married,$120K +,Blue,36,6,3,2,25790.0,1798,23992.0,0.973,2443,70,0.556,0.07,0,5.833333333333333,1.9444444444444444,3.8888888888888884,135.72222222222223,3.8888888888888884,-42.19722222222222
Existing Customer,63,F,1,Graduate,Married,Less than $40K,Blue,53,6,1,3,2675.0,2517,158.0,0.957,1959,56,1.0,0.941,0,4.666666666666667,1.0566037735849056,3.6100628930817615,126.2877358490566,3.6100628930817615,-39.30534591194968
Existing Customer,49,F,3,Not_Disclosed,Divorced,Less than $40K,Blue,38,3,3,4,1652.0,812,840.0,0.548,1771,47,0.516,0.492,0,3.9166666666666665,1.236842105263158,2.6798245614035086,100.9780701754386,2.6798245614035086,-31.290350877192985
Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,26,4,1,3,5815.0,1698,4117.0,0.896,1604,42,0.448,0.292,0,3.5,1.6153846153846154,1.8846153846153846,71.97435897435896,1.8846153846153846,-22.321153846153845
Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,52,5,1,2,2595.0,2189,406.0,0.276,1562,27,0.174,0.844,0,2.25,0.5192307692307693,1.7307692307692308,100.12820512820511,1.7307692307692308,-30.705769230769228
Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,3421.0,2308,1113.0,2.037,2269,39,1.053,0.675,0,3.25,1.0833333333333333,2.166666666666667,126.05555555555557,2.166666666666667,-38.63333333333334
Existing Customer,63,M,2,High School,Married,$80K - $120K,Blue,51,4,2,3,6922.0,1704,5218.0,0.278,1449,28,0.217,0.246,0,2.3333333333333335,0.5490196078431373,1.7843137254901962,92.33823529411765,1.7843137254901962,-28.365196078431374
Existing Customer,43,F,2,College,Married,Less than $40K,Blue,36,6,2,4,6979.0,898,6081.0,0.565,1665,44,0.375,0.129,0,3.6666666666666665,1.2222222222222223,2.444444444444444,92.5,2.444444444444444,-28.677777777777777
Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,34,4,3,4,2594.0,0,2594.0,0.526,1457,43,0.387,0.0,0,3.5833333333333335,1.2647058823529411,2.3186274509803924,78.56372549019608,2.3186274509803924,-24.421568627450977
Existing Customer,35,F,4,High School,Single,Not_Disclosed,Blue,24,5,2,4,16915.0,1679,15236.0,0.834,2795,55,0.833,0.099,0,4.583333333333333,2.2916666666666665,2.2916666666666665,116.45833333333333,2.2916666666666665,-35.80416666666667
Attrited Customer,45,M,2,College,Divorced,$80K - $120K,Blue,39,3,4,4,34516.0,0,34516.0,1.014,1041,27,0.35,0.0,0,2.25,0.6923076923076923,1.5576923076923077,60.05769230769231,1.5576923076923077,-18.540384615384614
Existing Customer,35,F,1,Graduate,Married,$40K - $60K,Blue,29,4,2,2,2523.0,1877,646.0,1.631,2005,50,1.174,0.744,0,4.166666666666667,1.7241379310344827,2.4425287356321843,97.94540229885058,2.4425287356321843,-30.310632183908048
Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,39,2,4,3,6235.0,0,6235.0,0.848,1225,34,0.478,0.0,0,2.8333333333333335,0.8717948717948718,1.9615384615384617,70.67307692307692,1.9615384615384617,-21.88653846153846
Existing Customer,26,M,1,High School,Single,$40K - $60K,Blue,13,6,2,4,1473.0,0,1473.0,0.813,2099,39,0.857,0.0,0,3.25,3.0,0.25,13.455128205128204,0.25,-4.086538461538461
Existing Customer,36,M,3,College,Married,$120K +,Blue,26,3,2,3,17116.0,939,16177.0,1.575,2547,45,0.731,0.055,0,3.75,1.7307692307692308,2.019230769230769,114.28846153846153,2.019230769230769,-35.044230769230765
Existing Customer,37,M,2,College,Married,$80K - $120K,Blue,17,5,3,2,4631.0,1991,2640.0,1.669,2864,37,0.947,0.43,0,3.0833333333333335,2.176470588235294,0.9068627450980395,70.19607843137254,0.9068627450980395,-21.346568627450978
Existing Customer,39,M,2,Not_Disclosed,Married,$60K - $80K,Blue,19,3,3,2,3047.0,2150,897.0,0.882,1602,37,1.312,0.706,0,3.0833333333333335,1.9473684210526316,1.1359649122807018,49.184210526315795,1.1359649122807018,-15.13464912280702
Existing Customer,49,M,4,High School,Divorced,$80K - $120K,Blue,37,5,2,2,32338.0,1664,30674.0,0.919,3013,83,0.766,0.051,0,6.916666666666667,2.2432432432432434,4.673423423423424,169.65090090090092,4.673423423423424,-52.71463963963964
Existing Customer,56,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,3,2253.0,1375,878.0,0.388,1324,38,0.31,0.61,0,3.1666666666666665,1.0555555555555556,2.1111111111111107,73.55555555555554,2.1111111111111107,-22.83611111111111
Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,38,4,6,4,16611.0,0,16611.0,0.954,1960,48,0.6,0.0,0,4.0,1.263157894736842,2.736842105263158,111.75438596491229,2.736842105263158,-34.47105263157895
Existing Customer,34,M,2,High School,Single,Not_Disclosed,Blue,36,3,4,2,22886.0,836,22050.0,0.889,2652,61,0.743,0.037,0,5.083333333333333,1.6944444444444444,3.3888888888888884,147.33333333333331,3.3888888888888884,-45.45555555555555
Existing Customer,29,M,0,Not_Disclosed,Divorced,$80K - $120K,Blue,14,6,3,3,3544.0,0,3544.0,0.718,2435,63,1.032,0.0,0,5.25,4.5,0.75,28.98809523809524,0.75,-8.921428571428573
Existing Customer,28,M,0,High School,Single,Less than $40K,Blue,19,3,3,4,3480.0,0,3480.0,0.731,2744,75,0.829,0.0,0,6.25,3.9473684210526314,2.3026315789473686,84.2456140350877,2.3026315789473686,-26.119736842105258
Existing Customer,65,F,0,Post-Graduate,Married,Less than $40K,Blue,56,5,3,2,3549.0,1880,1669.0,0.624,1215,22,0.571,0.53,0,1.8333333333333333,0.39285714285714285,1.4404761904761905,79.55357142857143,1.4404761904761905,-24.367261904761904
Existing Customer,26,F,1,College,Single,Less than $40K,Blue,15,5,2,4,1438.3,737,701.3,0.806,2856,39,0.5,0.512,0,3.25,2.6,0.6499999999999999,47.599999999999994,0.6499999999999999,-14.489999999999997
Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2,3,3136.0,1422,1714.0,0.591,1260,34,0.889,0.453,0,2.8333333333333335,0.9444444444444444,1.888888888888889,70.0,1.888888888888889,-21.705555555555556
Existing Customer,47,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,34516.0,933,33583.0,0.946,1804,32,0.6,0.027,0,2.6666666666666665,0.8888888888888888,1.7777777777777777,100.22222222222223,1.7777777777777777,-30.727777777777778
Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,48,4,3,2,6814.0,1570,5244.0,0.653,1339,30,0.364,0.23,0,2.5,0.625,1.875,83.6875,1.875,-25.78125
Existing Customer,48,M,2,Not_Disclosed,Married,$120K +,Silver,32,3,2,4,34516.0,2098,32418.0,0.741,3093,66,0.784,0.061,0,5.5,2.0625,3.4375,161.09375,3.4375,-49.653125
Existing Customer,36,F,1,High School,Married,Not_Disclosed,Blue,36,6,3,4,8500.0,2517,5983.0,0.445,1618,37,1.312,0.296,0,3.0833333333333335,1.0277777777777777,2.055555555555556,89.8888888888889,2.055555555555556,-27.713888888888892
Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,3,3,2,28170.0,1859,26311.0,0.568,1013,28,0.75,0.066,0,2.3333333333333335,0.8484848484848485,1.4848484848484849,53.719696969696976,1.4848484848484849,-16.634848484848487
Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,48,6,1,4,6610.0,928,5682.0,0.894,3328,69,0.683,0.14,0,5.75,1.4375,4.3125,208.0,4.3125,-64.1
Existing Customer,37,M,1,College,Single,$60K - $80K,Blue,26,6,3,2,15755.0,1410,14345.0,0.839,2061,61,0.649,0.089,0,5.083333333333333,2.3461538461538463,2.737179487179487,92.48076923076923,2.737179487179487,-28.764102564102565
Existing Customer,33,M,3,Graduate,Married,$80K - $120K,Blue,36,5,3,4,2711.0,2073,638.0,0.711,1567,42,0.75,0.765,0,3.5,1.1666666666666667,2.333333333333333,87.05555555555557,2.333333333333333,-26.975000000000005
Existing Customer,38,M,2,College,Married,$40K - $60K,Blue,25,4,1,4,3735.0,1199,2536.0,0.886,1573,35,0.75,0.321,0,2.9166666666666665,1.4,1.5166666666666666,68.16333333333334,1.5166666666666666,-21.03066666666667
Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue,36,5,3,2,10216.0,1822,8394.0,0.778,2568,69,0.683,0.178,0,5.75,1.9166666666666667,3.833333333333333,142.66666666666669,3.833333333333333,-44.25833333333333
Existing Customer,40,F,3,Graduate,Married,Not_Disclosed,Blue,28,6,1,2,20420.0,1657,18763.0,1.038,1804,41,0.864,0.081,0,3.4166666666666665,1.4642857142857142,1.9523809523809523,85.90476190476191,1.9523809523809523,-26.527380952380955
Attrited Customer,37,M,2,Graduate,Married,$120K +,Blue,30,2,4,4,13662.0,0,13662.0,0.153,725,22,0.0,0.0,0,1.8333333333333333,0.7333333333333333,1.1,36.25,1.1,-11.215
Existing Customer,26,F,0,High School,Single,Not_Disclosed,Blue,13,4,3,3,3038.0,1460,1578.0,0.98,2243,38,0.462,0.481,0,3.1666666666666665,2.923076923076923,0.2435897435897436,14.37820512820511,0.2435897435897436,-4.335897435897429
Existing Customer,45,M,3,High School,Single,$60K - $80K,Blue,35,5,3,3,7050.0,659,6391.0,0.52,1236,36,1.0,0.093,0,3.0,1.0285714285714285,1.9714285714285715,67.68571428571428,1.9714285714285715,-21.019285714285715
Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,13,6,1,4,1775.0,1162,613.0,0.93,2169,43,0.536,0.655,0,3.5833333333333335,3.3076923076923075,0.275641025641026,13.90384615384616,0.275641025641026,-4.256410256410258
Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Blue,30,6,2,2,8960.0,1054,7906.0,0.414,1488,26,0.368,0.118,0,2.1666666666666665,0.8666666666666667,1.2999999999999998,74.4,1.2999999999999998,-22.79
Existing Customer,33,M,2,College,Married,$80K - $120K,Blue,36,3,1,2,2355.0,1773,582.0,0.774,1765,27,0.929,0.753,0,2.25,0.75,1.5,98.05555555555557,1.5,-29.991666666666674
Existing Customer,57,F,4,High School,Married,$40K - $60K,Blue,47,5,2,4,6803.0,1332,5471.0,0.809,1476,30,0.579,0.196,0,2.5,0.6382978723404256,1.8617021276595744,91.59574468085106,1.8617021276595744,-28.173404255319145
Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,50,5,2,4,2145.0,1207,938.0,0.521,1275,31,0.476,0.563,0,2.5833333333333335,0.62,1.9633333333333334,80.75,1.9633333333333334,-24.96033333333333
Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,3919.0,1640,2279.0,0.8,1872,51,0.5,0.418,0,4.25,1.4166666666666667,2.833333333333333,104.0,2.833333333333333,-32.28333333333334
Existing Customer,32,M,1,High School,Single,Less than $40K,Blue,23,3,2,3,4500.0,0,4500.0,0.626,2439,63,0.703,0.0,0,5.25,2.739130434782609,2.510869565217391,97.20652173913044,2.510869565217391,-30.116304347826084
Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,54,3,3,4,2941.0,1173,1768.0,0.436,1453,27,0.35,0.399,0,2.25,0.5,1.75,94.17592592592592,1.75,-28.877777777777776
Existing Customer,26,M,0,Graduate,Single,$60K - $80K,Blue,13,3,3,3,7102.0,0,7102.0,0.537,2411,41,0.281,0.0,0,3.4166666666666665,3.1538461538461537,0.2628205128205128,15.455128205128204,0.2628205128205128,-4.666666666666666
Attrited Customer,37,M,3,High School,Married,Less than $40K,Blue,26,3,3,4,6866.0,2389,4477.0,0.395,862,13,0.182,0.348,0,1.0833333333333333,0.5,0.5833333333333333,38.679487179487175,0.5833333333333333,-11.762179487179486
Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,3,2,3,10378.0,1540,8838.0,0.547,1306,32,0.28,0.148,0,2.6666666666666665,0.6153846153846154,2.051282051282051,83.71794871794872,2.051282051282051,-25.885897435897434
Existing Customer,47,F,3,High School,Married,Not_Disclosed,Blue,43,4,3,2,13473.0,1335,12138.0,0.814,1593,46,0.484,0.099,0,3.8333333333333335,1.069767441860465,2.7635658914728687,95.70348837209303,2.7635658914728687,-29.74147286821706
Existing Customer,47,M,4,Graduate,Married,$80K - $120K,Blue,34,6,3,3,18178.0,0,18178.0,0.922,1837,37,0.682,0.0,0,3.0833333333333335,1.088235294117647,1.9950980392156865,99.05392156862746,1.9950980392156865,-30.439215686274512
Existing Customer,48,F,2,Graduate,Single,Not_Disclosed,Blue,43,5,3,4,8171.0,852,7319.0,0.639,1909,52,0.733,0.104,0,4.333333333333333,1.2093023255813953,3.1240310077519378,114.68798449612405,3.1240310077519378,-35.58100775193799
Existing Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1438.3,0,1438.3,0.782,2170,41,0.464,0.0,0,3.4166666666666665,1.1388888888888888,2.2777777777777777,120.55555555555557,2.2777777777777777,-37.00277777777778
Existing Customer,35,M,3,Graduate,Married,$80K - $120K,Blue,20,5,3,4,8082.0,2307,5775.0,0.637,1725,29,1.071,0.285,0,2.4166666666666665,1.45,0.9666666666666666,57.5,0.9666666666666666,-17.561666666666667
Existing Customer,57,M,3,Not_Disclosed,Divorced,$60K - $80K,Blue,48,5,2,3,24589.0,1640,22949.0,0.4,4291,78,0.625,0.067,0,6.5,1.625,4.875,268.1875,4.875,-82.35625
Existing Customer,62,F,0,Graduate,Single,Not_Disclosed,Silver,49,5,1,2,30310.0,0,30310.0,0.777,3703,91,0.492,0.0,0,7.583333333333333,1.8571428571428572,5.726190476190476,233.01190476190476,5.726190476190476,-72.1690476190476
Existing Customer,55,F,2,College,Married,Less than $40K,Blue,36,6,3,4,2967.0,2129,838.0,1.075,2177,59,0.788,0.718,0,4.916666666666667,1.6388888888888888,3.277777777777778,120.94444444444443,3.277777777777778,-37.51944444444443
Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,17,5,2,3,3092.0,1825,1267.0,1.46,2883,61,0.488,0.59,0,5.083333333333333,3.588235294117647,1.4950980392156858,70.66176470588235,1.4950980392156858,-21.746568627450976
Existing Customer,54,M,1,High School,Married,$80K - $120K,Blue,42,5,3,2,1618.0,668,950.0,0.552,1515,31,0.476,0.413,0,2.5833333333333335,0.7380952380952381,1.8452380952380953,90.17857142857143,1.8452380952380953,-27.716666666666665
Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,23,5,2,3,2498.0,1632,866.0,0.712,2048,35,1.188,0.653,0,2.9166666666666665,1.5217391304347827,1.3949275362318838,81.6231884057971,1.3949275362318838,-24.99492753623188
Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,41,5,2,2,2564.0,0,2564.0,1.026,2038,45,0.364,0.0,0,3.75,1.0975609756097562,2.652439024390244,120.1260162601626,2.652439024390244,-37.04878048780488
Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,34,3,4,4,10540.0,1489,9051.0,1.029,1980,45,0.607,0.141,0,3.75,1.3235294117647058,2.4264705882352944,106.76470588235294,2.4264705882352944,-32.9
