Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,VIP_Flag,Ticket_Size,Utilization,Engagement,Portfolio_Yield_Proxy,CLV_Score,Transaction_Velocity,Customer_Segment,Churn_Probability
0,51,F,1,Graduate,Married,$40K - $60K,Blue,45,5,2,2,6778.0,865,5913.0,0.992,3158,71,0.775,0.128,0,44.478873239436616,0.1276187665978164,1.5777777777777775,403.0200649159044,5618.498324645093,5.916666666666667,Dormant,0.0014133034068786194
1,46,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3,4,4267.0,0,4267.0,0.862,1067,23,0.769,0.0,0,46.391304347826086,0.0,0.6388888888888888,0.0,681.6944444444443,1.9166666666666667,Dormant,0.9798812585624602
0,31,F,0,High School,Married,Less than $40K,Blue,22,4,2,1,3273.0,2517,756.0,1.465,2726,57,0.727,0.769,0,47.82456140350877,0.769019248395967,2.590909090909091,2096.346471127406,12494.261311557371,4.75,Revolver,0.07528932632829843
0,33,M,2,Doctorate,Single,$40K - $60K,Blue,25,5,2,2,9371.0,1541,7830.0,0.781,2518,67,0.971,0.164,0,37.582089552238806,0.1644434958915804,2.68,414.0687226549995,7857.9441767153985,5.583333333333333,Dormant,0.00666552331997691
0,50,F,3,High School,Single,Less than $40K,Blue,38,3,3,1,1438.3,663,775.3,0.384,2987,73,0.622,0.461,0,40.917808219178085,0.4609608565667802,1.921052631578948,1376.8900785649726,8383.262519348498,6.083333333333333,Dormant,0.002079317266658982
1,57,F,3,High School,Single,Not_Disclosed,Blue,36,1,4,2,8389.0,1960,6429.0,0.384,1334,38,0.407,0.234,0,35.10526315789474,0.2336392895458338,1.0555555555555556,311.6748122541423,1737.1011907127058,3.1666666666666665,Dormant,0.9522273063516031
0,65,M,0,Doctorate,Single,Not_Disclosed,Blue,56,3,2,2,28410.0,1608,26802.0,0.913,2278,77,1.139,0.057,0,29.584415584415584,0.0565997888067581,1.375,128.93431890179514,3309.534688489968,6.416666666666667,Dormant,0.0003918382193465695
0,48,M,2,High School,Married,$40K - $60K,Blue,29,3,2,1,6168.0,2371,3797.0,0.668,4303,80,0.509,0.384,0,53.7875,0.3844033722438392,2.7586206896551726,1654.08771076524,16433.345409007557,6.666666666666667,Dormant,0.0012274054935222335
0,57,F,3,Not_Disclosed,Single,Not_Disclosed,Blue,40,3,3,1,2111.0,966,1145.0,0.923,3871,87,0.706,0.458,0,44.49425287356322,0.4576030317385126,2.175,1771.3813358597822,12272.179405495024,7.25,Dormant,0.0002712163599978875
0,63,F,1,Not_Disclosed,Married,$40K - $60K,Blue,49,3,1,3,3141.0,1819,1322.0,0.497,1539,35,0.522,0.579,0,43.97142857142857,0.5791149315504617,0.7142857142857143,891.2578796561605,1735.8984854686862,2.9166666666666665,Dormant,0.0011988441629573552
0,50,F,2,Graduate,Divorced,$40K - $60K,Blue,40,6,2,5,8307.0,2517,5790.0,1.743,2293,36,0.8,0.303,0,63.69444444444444,0.3029974720115565,0.9,694.7732033224991,2688.995882990249,3.0,Dormant,0.5168698742159793
0,39,M,3,Graduate,Married,$80K - $120K,Blue,31,4,2,3,30753.0,1661,29092.0,0.681,1780,33,0.941,0.054,0,53.93939393939394,0.0540109907976457,1.064516129032258,96.13956361980944,1997.1808257888288,2.75,Dormant,0.05996335058329706
0,39,M,2,College,Married,$60K - $80K,Blue,26,3,1,4,2731.0,1573,1158.0,0.943,1813,38,0.727,0.576,0,47.71052631578947,0.5759794946905895,1.4615384615384617,1044.2508238740388,4175.9819733543645,3.1666666666666665,Dormant,0.008401211524418976
0,39,F,4,Not_Disclosed,Married,Less than $40K,Blue,31,6,1,4,2890.0,0,2890.0,0.545,2040,36,0.44,0.0,0,56.66666666666666,0.0,1.1612903225806452,0.0,2369.032258064516,3.0,Dormant,0.1902150875842407
0,52,M,1,Not_Disclosed,Single,$120K +,Blue,44,6,1,2,34516.0,0,34516.0,1.03,2848,56,0.75,0.0,0,50.85714285714285,0.0,1.2727272727272727,0.0,3624.727272727273,4.666666666666667,Dormant,0.013337384175082352
0,37,M,1,Graduate,Married,$80K - $120K,Blue,26,6,3,1,8058.0,1176,6882.0,1.164,2774,52,0.625,0.146,0,53.34615384615385,0.1459419210722263,2.0,404.842889054356,6357.685778108712,4.333333333333333,Dormant,0.013322599259291959
0,50,F,2,Uneducated,Married,Not_Disclosed,Blue,45,6,1,4,5660.0,2401,3259.0,0.779,1932,35,0.346,0.424,0,55.2,0.4242049469964664,0.7777777777777778,819.5639575971732,2140.105300353357,2.9166666666666665,Dormant,0.026938013154375287
0,59,M,0,Not_Disclosed,Married,$60K - $80K,Blue,36,6,4,5,4230.0,1366,2864.0,0.63,1480,35,0.458,0.323,0,42.285714285714285,0.3229314420803783,0.9722222222222222,477.9385342789598,1903.5513527712108,2.9166666666666665,Dormant,0.0016167017206356285
0,38,M,2,Graduate,Not_Disclosed,$40K - $60K,Blue,36,4,3,4,9515.0,0,9515.0,0.79,4642,61,0.605,0.0,0,76.09836065573771,0.0,1.6944444444444444,0.0,7865.611111111111,5.083333333333333,Dormant,0.3311344927140725
0,65,F,0,High School,Single,$40K - $60K,Blue,36,3,3,3,10962.0,1559,9403.0,0.708,2724,71,0.651,0.142,0,38.36619718309859,0.142218573253056,1.9722222222222223,387.4033935413246,6136.378915039835,5.916666666666667,Dormant,0.0015446712254727853
0,57,M,1,Not_Disclosed,Married,$120K +,Blue,36,6,2,4,23848.0,1967,21881.0,0.462,1591,43,0.72,0.082,0,37.0,0.082480711170748,1.1944444444444444,131.2268114726602,2057.1042470367884,3.583333333333333,Dormant,0.0074245697536069865
0,65,M,0,Uneducated,Married,Not_Disclosed,Blue,56,3,3,2,10144.0,1295,8849.0,0.758,1234,24,1.182,0.128,0,51.41666666666666,0.1276616719242902,0.4285714285714285,157.53450315457414,596.3719299233888,2.0,Dormant,0.0040356844625458604
0,38,F,4,Graduate,Married,$40K - $60K,Blue,22,4,3,4,2997.0,1969,1028.0,1.235,2807,60,0.714,0.657,0,46.78333333333333,0.6569903236569903,2.727272727272727,1844.171838505172,12685.014105014105,5.0,Revolver,0.07127793249144328
0,41,M,2,College,Single,$80K - $120K,Blue,35,6,3,3,2647.0,620,2027.0,0.664,2262,47,0.424,0.234,0,48.12765957446808,0.2342274272761617,1.3428571428571427,529.8224404986778,3749.01870581251,3.9166666666666665,Dormant,0.5996447986703577
0,55,F,2,Graduate,Married,Less than $40K,Blue,47,3,1,2,4580.0,1300,3280.0,0.519,1694,34,0.7,0.284,0,49.8235294117647,0.2838427947598253,0.723404255319149,480.8296943231441,1573.2810554678067,2.833333333333333,Dormant,0.0072201891075641495
0,28,M,0,Post-Graduate,Married,Not_Disclosed,Blue,13,4,1,2,2608.0,1630,978.0,0.521,1822,33,0.32,0.625,0,55.21212121212121,0.625,2.5384615384615383,1138.75,7515.75,2.75,Revolver,0.004267909543862634
0,31,M,2,Not_Disclosed,Single,$80K - $120K,Blue,24,6,3,3,34516.0,1180,33336.0,0.801,2329,69,0.605,0.034,0,33.7536231884058,0.0341870436898829,2.875,79.6216247537374,6924.787171166996,5.75,Dormant,0.0010757984904068987
0,39,F,2,Not_Disclosed,Married,Less than $40K,Blue,19,5,3,1,3156.0,2095,1061.0,1.281,2739,56,0.75,0.664,0,48.910714285714285,0.6638149556400507,2.9473684210526314,1818.1891634980989,13431.715429257552,4.666666666666667,Revolver,0.14091112138067818
0,44,F,3,Graduate,Married,Not_Disclosed,Blue,31,5,2,0,24936.0,2053,22883.0,0.716,1810,38,0.727,0.082,0,47.63157894736842,0.082330766762913,1.2258064516129032,149.01868784087262,2401.3777463855854,3.1666666666666665,Dormant,0.003729116411319918
0,55,M,3,College,Married,$80K - $120K,Blue,42,3,2,1,26101.0,614,25487.0,0.397,1472,48,0.412,0.024,0,30.666666666666668,0.0235240029117658,1.1428571428571428,34.627332286119305,1721.8598083269935,4.0,Dormant,0.08502071424146052
0,57,M,3,College,Married,$80K - $120K,Blue,45,6,3,4,14270.0,0,14270.0,0.398,1222,37,0.423,0.0,0,33.027027027027025,0.0,0.8222222222222222,0.0,1004.7555555555556,3.083333333333333,Dormant,0.03156469373991716
0,28,M,0,High School,Married,Not_Disclosed,Blue,21,5,3,5,25618.0,1209,24409.0,1.228,2157,49,1.882,0.047,0,44.02040816326531,0.0471933796549301,2.333333333333333,101.79611991568429,5270.524279803264,4.083333333333333,Dormant,0.007872437801055654
0,35,F,2,Graduate,Married,Less than $40K,Blue,21,5,1,2,3230.0,2517,713.0,0.677,1914,31,0.348,0.779,0,61.74193548387097,0.7792569659442724,1.4761904761904765,1491.4978328173374,5027.16346749226,2.583333333333333,Revolver,0.027564455165117324
0,46,F,4,College,Married,Less than $40K,Blue,38,3,3,3,8881.0,1865,7016.0,1.279,2632,54,1.077,0.21,0,48.74074074074074,0.2099988740006756,1.4210526315789471,552.7170363697782,4525.650525367579,4.5,Dormant,0.4211271659041563
0,65,F,1,Uneducated,Single,Not_Disclosed,Blue,51,3,3,5,11037.0,1491,9546.0,0.651,2429,63,0.75,0.135,0,38.55555555555556,0.1350910573525414,1.2352941176470589,328.1361783093232,3405.8741026174,5.25,Dormant,0.005297139158664986
0,50,F,2,Uneducated,Married,Not_Disclosed,Blue,44,6,2,5,16763.0,0,16763.0,0.88,3626,69,0.683,0.0,0,52.55072463768116,0.0,1.568181818181818,0.0,5686.227272727272,5.75,Dormant,0.000641131021072064
0,31,M,0,Uneducated,Divorced,$40K - $60K,Blue,21,6,2,2,2621.0,1461,1160.0,0.775,2718,71,0.775,0.557,0,38.28169014084507,0.5574208317436093,3.380952380952381,1515.0698206791303,14311.807488962771,5.916666666666667,Dormant,0.0012282241448137233
0,49,M,2,Not_Disclosed,Single,$80K - $120K,Blue,43,3,3,5,4939.0,1190,3749.0,0.557,3764,64,0.524,0.241,0,58.8125,0.2409394614294391,1.4883720930232558,906.896132820409,6952.031453500143,5.333333333333333,Dormant,0.003989885638441273
0,50,F,3,College,Single,Less than $40K,Blue,32,5,3,4,4419.0,1218,3201.0,0.879,4535,75,0.562,0.276,0,60.46666666666667,0.2756279701289885,2.34375,1249.9728445349629,13558.53010437882,6.25,Dormant,0.0024953310641360107
0,44,F,4,High School,Divorced,Less than $40K,Blue,39,5,1,4,9235.0,1796,7439.0,0.958,1739,42,0.448,0.194,0,41.40476190476191,0.1944775311315647,1.0769230769230769,338.19642663779103,2236.98076714839,3.5,Dormant,0.0063249081164145635
0,63,F,1,High School,Married,Less than $40K,Blue,56,6,1,3,3055.0,1685,1370.0,0.541,1405,40,0.481,0.552,0,35.125,0.5515548281505729,0.7142857142857143,774.9345335515549,1557.096095393968,3.333333333333333,Dormant,0.00024052509820760866
0,41,M,1,Graduate,Divorced,$80K - $120K,Blue,35,6,2,3,19412.0,770,18642.0,0.755,1576,41,0.952,0.04,0,38.4390243902439,0.0396661858644137,1.1714285714285717,62.51390892231609,1919.4020075947133,3.4166666666666665,Dormant,0.11165488675943921
0,56,M,1,Not_Disclosed,Married,$80K - $120K,Blue,36,6,1,3,12786.0,1880,10906.0,0.702,1205,19,0.462,0.147,0,63.42105263157895,0.1470358204285937,0.5277777777777778,177.17816361645552,729.4829196864627,1.5833333333333333,Dormant,0.0008481162425056857
0,55,M,1,Graduate,Married,$60K - $80K,Blue,36,4,2,3,4666.0,1275,3391.0,0.397,1281,28,0.75,0.273,0,45.75,0.273253321903129,0.7777777777777778,350.0375053579083,1268.584726389484,2.333333333333333,Dormant,0.011324458051688763
0,48,F,4,College,Single,Less than $40K,Blue,38,4,3,3,4894.0,1505,3389.0,0.78,3277,67,0.558,0.308,0,48.91044776119403,0.3075194115243155,1.763157894736842,1007.741111565182,7554.6751177596625,5.583333333333333,Dormant,0.0054520309437499186
0,35,M,2,High School,Single,$120K +,Blue,36,4,2,3,27389.0,1250,26139.0,0.641,2754,60,0.463,0.046,0,45.9,0.0456387600861659,1.6666666666666667,125.68914527730112,4799.481908795503,5.0,Dormant,0.005650523786785001
0,30,F,0,Post-Graduate,Single,Less than $40K,Blue,18,6,3,2,2132.0,797,1335.0,0.779,3265,74,0.574,0.374,0,44.12162162162162,0.373827392120075,4.111111111111111,1220.546435272045,18440.57978945173,6.166666666666667,Dormant,0.00037201857238981345
0,37,M,3,High School,Single,$80K - $120K,Blue,24,5,3,2,6590.0,0,6590.0,0.714,2449,67,0.634,0.0,0,36.55223880597015,0.0,2.7916666666666665,0.0,6836.791666666666,5.583333333333333,Dormant,0.01862811689709009
0,53,F,2,Graduate,Married,Less than $40K,Blue,36,6,1,3,3176.0,1470,1706.0,0.388,1634,53,0.472,0.463,0,30.83018867924528,0.4628463476070529,1.4722222222222223,756.2909319899244,3519.0394276518327,4.416666666666667,Dormant,0.000216929218526245
0,37,M,1,Graduate,Single,$60K - $80K,Blue,27,4,1,3,4288.0,2349,1939.0,0.718,2591,57,0.541,0.548,0,45.45614035087719,0.5478078358208955,2.111111111111111,1419.3701026119404,8466.336883291873,4.75,Dormant,0.08007281042909047
0,65,F,0,Uneducated,Single,Not_Disclosed,Blue,56,5,3,5,20130.0,2355,17775.0,0.716,2444,49,0.633,0.117,0,49.87755102040816,0.1169895678092399,0.875,285.9225037257824,2388.68219076006,4.083333333333333,Dormant,0.07017285757288769
0,48,M,2,Doctorate,Single,Less than $40K,Blue,43,3,3,2,5945.0,1685,4260.0,0.9,3598,67,0.718,0.283,0,53.70149253731344,0.2834314550042052,1.558139534883721,1019.7863751051302,7195.155514698691,5.583333333333333,Dormant,0.0037640767571802364
0,37,M,1,Graduate,Married,$40K - $60K,Blue,17,3,1,4,3350.0,0,3350.0,1.316,2849,61,0.694,0.0,0,46.704918032786885,0.0,3.588235294117647,0.0,10222.882352941177,5.083333333333333,Dormant,0.11633475830085856
0,35,M,1,High School,Married,$60K - $80K,Blue,26,4,3,2,4008.0,1841,2167.0,1.504,2794,58,1.148,0.459,0,48.172413793103445,0.4593313373253493,2.230769230769231,1283.371756487026,9095.67545677875,4.833333333333333,Dormant,0.027922443725399957
0,35,F,3,Graduate,Single,Less than $40K,Blue,27,3,3,2,5780.0,938,4842.0,0.988,2960,65,0.757,0.162,0,45.53846153846154,0.1622837370242214,2.4074074074074074,480.35986159169545,8282.34781494297,5.416666666666667,Dormant,0.00388843359940569
0,49,F,2,High School,Not_Disclosed,$40K - $60K,Blue,38,4,1,2,2497.0,1674,823.0,0.701,2922,53,0.963,0.67,0,55.13207547169812,0.670404485382459,1.394736842105263,1958.9219062875447,6807.601606137891,4.416666666666667,Revolver,0.044367266529056495
0,26,F,0,High School,Single,Not_Disclosed,Blue,13,3,3,4,10286.0,2286,8000.0,0.671,2564,57,0.462,0.222,0,44.98245614035088,0.2222438265603733,4.384615384615385,569.8331713007973,13740.653135703496,4.75,Dormant,0.006257051996296458
0,58,M,1,Not_Disclosed,Married,$60K - $80K,Blue,36,3,1,3,2347.0,2163,184.0,0.615,1631,40,0.29,0.922,0,40.775,0.9216020451640392,1.1111111111111112,1503.132935662548,3482.3699285139423,3.333333333333333,Revolver,0.016447188402394817
0,29,F,2,Uneducated,Single,Not_Disclosed,Blue,18,4,1,2,23125.0,1236,21889.0,0.995,2536,69,0.865,0.053,0,36.7536231884058,0.0534486486486486,3.8333333333333335,135.54577297297297,10240.925463063064,5.75,Dormant,0.0008254027898001293
0,58,F,2,Not_Disclosed,Married,Less than $40K,Blue,43,6,2,2,3034.0,2517,517.0,0.63,1617,29,1.417,0.83,0,55.75862068965517,0.8295978905735003,0.6744186046511628,1341.45978905735,1995.240322852632,2.4166666666666665,Revolver,0.0054441007265973885
0,33,M,2,College,Single,$80K - $120K,Blue,23,3,4,3,7081.0,1874,5207.0,0.699,2249,47,1.35,0.265,0,47.85106382978724,0.2646518853269312,2.0434782608695654,595.2020901002684,5812.065140639679,3.9166666666666665,Dormant,0.04322415408294932
0,36,M,2,Graduate,Married,$40K - $60K,Blue,28,5,1,3,6824.0,1873,4951.0,0.563,1933,48,0.655,0.274,0,40.270833333333336,0.2744724501758499,1.7142857142857142,530.5552461899179,4223.237564897002,4.0,Dormant,0.0017895582753538549
0,47,F,3,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,772,666.3,1.451,2250,40,0.905,0.537,0,56.25,0.5367447681290413,1.1111111111111112,1207.675728290343,3841.861920322604,3.333333333333333,Dormant,0.7678393057264246
0,41,M,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,2683.0,1738,945.0,0.745,2274,52,0.733,0.648,0,43.73076923076923,0.6477823332090943,1.793103448275862,1473.0570257174804,6718.860873700311,4.333333333333333,Revolver,0.5888155461511057
0,46,M,4,Graduate,Single,$60K - $80K,Blue,40,5,2,1,12280.0,985,11295.0,0.841,4263,70,1.0,0.08,0,60.9,0.0802117263843648,1.75,341.9425895765472,8058.649531758959,5.833333333333333,Dormant,0.0004760296901933286
0,58,M,4,Graduate,Married,$60K - $80K,Blue,36,3,2,2,14607.0,1480,13127.0,0.346,1393,38,0.462,0.101,0,36.6578947368421,0.101321284315739,1.0555555555555556,141.14054905182448,1619.3705795547037,3.1666666666666665,Dormant,0.013489318868443928
0,53,F,1,Doctorate,Single,Less than $40K,Blue,48,4,3,3,2267.0,1469,798.0,0.716,3709,64,0.684,0.648,0,57.953125,0.6479929422143802,1.3333333333333333,2403.4058226731363,8149.874430230848,5.333333333333333,Revolver,0.0021145358066201017
0,54,F,3,Not_Disclosed,Married,Less than $40K,Blue,36,6,2,4,2556.0,2260,296.0,0.487,1401,30,0.579,0.884,0,46.7,0.8841940532081377,0.8333333333333334,1238.7558685446008,2199.796557120501,2.5,Revolver,0.004661904628063653
0,39,F,1,Uneducated,Divorced,Not_Disclosed,Blue,34,4,1,2,12512.0,666,11846.0,0.914,2995,60,0.875,0.053,0,49.91666666666666,0.0532289002557544,1.7647058823529411,159.42055626598466,5566.624511057619,5.0,Dormant,0.009012487671574244
0,49,M,2,Graduate,Married,$80K - $120K,Blue,39,3,2,2,11332.0,946,10386.0,0.857,3806,65,0.667,0.083,0,58.55384615384615,0.0834804094599364,1.6666666666666667,317.7264384045182,6872.877397340864,5.416666666666667,Dormant,0.005832547833758768
0,35,F,3,High School,Married,Less than $40K,Blue,23,3,3,4,3073.0,526,2547.0,0.702,1944,55,0.618,0.171,0,35.345454545454544,0.1711682395053693,2.391304347826087,332.751057598438,5444.4047029527865,4.583333333333333,Dormant,0.11987065903077594
0,47,M,3,College,Married,$120K +,Silver,27,6,3,3,34516.0,2315,32201.0,0.599,1805,46,0.704,0.067,0,39.23913043478261,0.0670703441882025,1.7037037037037035,121.06197125970564,3281.438913998017,3.8333333333333335,Dormant,0.13894245039667327
0,38,M,3,Graduate,Married,$60K - $80K,Blue,34,6,3,3,5323.0,2301,3022.0,0.68,1783,33,0.65,0.432,0,54.03030303030303,0.4322750328761976,0.9705882352941176,770.7463836182603,2478.6361958647817,2.75,Dormant,0.03171901699434658
0,56,M,1,Graduate,Married,$80K - $120K,Blue,44,3,1,0,9078.0,1501,7577.0,0.51,1543,34,0.545,0.165,0,45.38235294117647,0.1653447896012337,0.7727272727272727,255.12701035470369,1389.4617807286345,2.833333333333333,Dormant,0.0007764759356233594
0,56,M,2,High School,Married,$120K +,Blue,46,4,1,3,27029.0,1347,25682.0,0.381,1302,27,0.421,0.05,0,48.22222222222222,0.0498353620185726,0.5869565217391305,64.88564134818158,802.3024416608894,2.25,Dormant,0.0035434304856599933
0,38,M,3,High School,Single,$60K - $80K,Blue,25,5,1,4,9859.0,1305,8554.0,0.722,4345,72,0.674,0.132,0,60.34722222222222,0.1323663657571762,2.88,575.1318592149306,14169.979754539,6.0,Dormant,0.00024446102609414954
1,46,M,3,College,Single,$80K - $120K,Blue,39,1,4,3,4026.0,243,3783.0,0.738,1102,27,0.8,0.06,0,40.81481481481482,0.0603576751117734,0.6923076923076923,66.51415797317436,808.9713401352744,2.25,Dormant,0.9966931640334185
0,37,M,1,High School,Single,$40K - $60K,Blue,25,3,2,3,2608.0,1799,809.0,0.732,2565,72,0.636,0.69,0,35.625,0.6898006134969326,2.88,1769.338573619632,12482.89509202454,6.0,Revolver,0.007581894558563939
0,63,F,0,Not_Disclosed,Married,Less than $40K,Blue,36,4,1,4,3552.0,2517,1035.0,0.465,1342,26,1.0,0.709,0,51.61538461538461,0.7086148648648649,0.7222222222222222,950.9611486486488,1656.0274962462463,2.1666666666666665,Revolver,0.0321354990498955
0,65,F,1,Graduate,Single,Less than $40K,Blue,56,6,2,2,4613.0,1619,2994.0,0.697,2328,62,0.722,0.351,0,37.54838709677419,0.3509646650769564,1.1071428571428572,817.0457402991547,3482.0149267597785,5.166666666666667,Dormant,0.0003431635806680511
0,38,M,4,College,Married,$80K - $120K,Blue,27,5,2,4,10386.0,1909,8477.0,1.43,2119,52,1.08,0.184,0,40.75,0.1838051222799923,1.9259259259259256,389.48305411130366,4831.152548658807,4.333333333333333,Dormant,0.10788930993242665
0,45,F,4,Doctorate,Not_Disclosed,Not_Disclosed,Silver,39,4,1,2,34516.0,1298,33218.0,0.757,1906,39,0.773,0.038,0,48.87179487179487,0.0376057480588712,1.0,71.6765558002086,1977.6765558002085,3.25,Dormant,0.024345152557261593
0,26,M,0,College,Single,$40K - $60K,Blue,36,5,2,3,2657.0,1611,1046.0,0.599,2349,41,0.464,0.606,0,57.29268292682927,0.6063229205871283,1.1388888888888888,1424.2525404591645,4297.315393300714,3.4166666666666665,Revolver,0.02778220998687582
0,58,F,2,Graduate,Married,Less than $40K,Blue,44,4,2,3,5031.0,1327,3704.0,0.553,1433,34,0.889,0.264,0,42.14705882352941,0.2637646591134963,0.7727272727272727,377.97475650964026,1399.389584575631,2.833333333333333,Dormant,0.006301920841346485
1,48,M,3,Uneducated,Married,$120K +,Blue,36,5,2,4,34516.0,787,33729.0,0.763,1312,32,0.6,0.023,0,41.0,0.0228010198168965,0.8888888888888888,29.914937999768224,1192.8132782220162,2.6666666666666665,Dormant,0.6221801818190663
0,26,F,0,Not_Disclosed,Single,$40K - $60K,Blue,16,6,2,4,1612.0,835,777.0,0.588,2148,40,0.379,0.518,0,53.7,0.5179900744416873,2.5,1112.6426799007445,8151.60669975186,3.333333333333333,Dormant,0.010919314133263462
0,48,F,3,Graduate,Single,Less than $40K,Blue,43,6,2,2,2423.0,1773,650.0,0.574,2038,64,0.362,0.732,0,31.84375,0.7317375154766818,1.4883720930232558,1491.2810565414777,5252.8834329919655,5.333333333333333,Revolver,0.0014550998589526636
1,33,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,5,7140.0,0,7140.0,0.401,916,18,0.2,0.0,0,50.888888888888886,0.0,0.5,0.0,458.0,1.5,Dormant,0.6109799811307702
0,62,F,0,Doctorate,Married,$40K - $60K,Blue,51,3,3,2,3377.0,948,2429.0,0.461,1407,44,0.467,0.281,0,31.977272727272727,0.280722534794196,0.8627450980392157,394.9766064554338,1554.6464840007663,3.6666666666666665,Dormant,0.0055592206806806465
1,55,M,3,Uneducated,Divorced,$80K - $120K,Blue,41,1,3,4,34516.0,2408,32108.0,0.796,1187,40,0.6,0.07,0,29.675,0.0697647467841001,0.975609756097561,82.81075443272684,1238.8397604221725,3.333333333333333,Dormant,0.9897737987472862
0,40,F,2,Graduate,Single,Less than $40K,Blue,29,4,3,2,2295.0,0,2295.0,0.699,3292,62,0.824,0.0,0,53.096774193548384,0.0,2.1379310344827585,0.0,7038.068965517241,5.166666666666667,Dormant,0.033126697010900534
0,46,M,2,High School,Single,$40K - $60K,Blue,41,3,3,2,3150.0,1543,1607.0,0.998,3432,71,0.972,0.49,0,48.33802816901409,0.4898412698412698,1.7317073170731707,1681.135238095238,8854.453704994194,5.916666666666667,Dormant,0.0013083271580811538
0,58,M,1,High School,Married,$40K - $60K,Blue,36,3,2,5,2165.0,1135,1030.0,0.707,1541,33,0.833,0.524,0,46.696969696969695,0.5242494226327945,0.9166666666666666,807.8683602771363,2153.129330254041,2.75,Dormant,0.00834445540882901
0,47,M,2,Graduate,Not_Disclosed,$60K - $80K,Blue,34,3,2,4,4249.0,1562,2687.0,0.773,1881,49,0.815,0.368,0,38.38775510204081,0.3676159096257943,1.4411764705882353,691.4855260061191,3707.4056110088186,4.083333333333333,Dormant,0.2138364253987176
0,50,M,2,Not_Disclosed,Divorced,$60K - $80K,Blue,41,6,1,3,2966.0,1433,1533.0,0.49,1986,50,0.613,0.483,0,39.72,0.483142279163857,1.2195121951219512,959.52056641942,3592.098251731,4.166666666666667,Dormant,0.00927093431277157
0,53,M,1,Graduate,Married,$120K +,Blue,41,6,3,2,1612.0,744,868.0,0.636,1564,33,0.5,0.462,0,47.39393939393939,0.4615384615384615,0.8048780487804879,721.8461538461539,1839.8273921200755,2.75,Dormant,0.029373219702713876
0,45,M,3,Graduate,Married,$60K - $80K,Blue,36,3,1,3,14593.0,1504,13089.0,0.668,3447,72,0.895,0.103,0,47.875,0.1030631124511752,2.0,355.258548619201,7604.517097238401,6.0,Dormant,0.00020743721414262387
0,48,M,4,Uneducated,Single,$40K - $60K,Blue,38,6,3,2,8327.0,1551,6776.0,0.463,4428,82,0.822,0.186,0,54.0,0.1862615587846763,2.1578947368421053,824.7661822985468,11334.916498644232,6.833333333333333,Dormant,0.000707240966038526
0,43,M,3,Post-Graduate,Married,$60K - $80K,Gold,37,6,1,2,34516.0,1580,32936.0,0.707,4149,86,0.755,0.046,0,48.24418604651163,0.0457758720593348,2.324324324324324,189.9240931741801,10085.066811161609,7.166666666666667,Dormant,3.6036016033291975e-05
0,60,M,0,Uneducated,Married,$60K - $80K,Blue,55,6,1,2,6479.0,1393,5086.0,0.468,1618,47,0.958,0.215,0,34.42553191489362,0.2150023151720944,0.8545454545454545,347.8737459484488,1679.9284738104925,3.9166666666666665,Dormant,0.0003563807480269258
0,56,M,2,High School,Married,$120K +,Blue,41,4,1,3,18442.0,1470,16972.0,0.491,1281,36,0.8,0.08,0,35.583333333333336,0.0797093590716842,0.8780487804878049,102.10768897082744,1214.4360195841411,3.0,Dormant,0.00928578395045668
0,43,F,3,College,Married,$40K - $60K,Blue,31,5,3,2,2800.0,2517,283.0,0.816,1994,41,0.64,0.899,0,48.63414634146341,0.8989285714285714,1.3225806451612905,1792.4635714285714,5007.903433179723,3.4166666666666665,Revolver,0.5364304955782402
0,57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3032.0,2215,817.0,0.408,1387,30,0.579,0.731,0,46.23333333333333,0.7305408970976254,0.8333333333333334,1013.2602242744064,2000.2168535620056,2.5,Revolver,0.0014153711922847104
0,52,F,1,Uneducated,Married,$40K - $60K,Blue,47,6,3,3,2151.0,1338,813.0,0.926,3446,58,1.0,0.622,0,59.41379310344828,0.6220362622036262,1.2340425531914894,2143.536959553696,6897.726460725838,4.833333333333333,Revolver,0.0043806908379911405
0,56,F,1,Not_Disclosed,Married,Not_Disclosed,Blue,36,6,3,2,24073.0,1084,22989.0,0.847,1341,37,1.176,0.045,0,36.24324324324324,0.045029701325136,1.0277777777777777,60.38482947700743,1440.3121858513684,3.083333333333333,Dormant,0.0030488873157893106
1,43,M,1,Graduate,Married,$80K - $120K,Blue,37,4,2,3,25517.0,321,25196.0,0.769,2508,44,0.294,0.013,0,57.0,0.0125798487282987,1.1891891891891893,31.550260610573343,3020.0057153206826,3.6666666666666665,Dormant,0.9963246979385714
